_id,Quarter,HB,HBQF,HBT,CancerType,CancerTypeQF,NumberOfEligibleReferrals62DayStandard,NumberOfEligibleReferrals62DayStandardQF,NumberOfEligibleReferralsTreatedWithin62Days,NumberOfEligibleReferralsTreatedWithin62DaysQF
4584,2015Q1,S08000029,"",S08000029,Ovarian,"",4,"",4,""
4585,2015Q1,S08000029,"",S08000029,Upper GI,"",16,"",16,""
4586,2015Q1,S08000029,"",S08000029,Urological,"",36,"",28,""
4587,2015Q1,S08000029,"",S08000030,All Cancer Types,d,2,"",2,""
4588,2015Q1,S08000029,"",S08000030,Lung,"",2,"",2,""
4589,2015Q1,S08000030,"",S08000024,All Cancer Types,d,3,"",3,""
4590,2015Q1,S08000030,"",S08000024,Lung,"",3,"",3,""
4591,2015Q1,S08000030,"",S08000030,All Cancer Types,d,190,"",174,""
4592,2015Q1,S08000030,"",S08000030,Breast,"",51,"",51,""
4593,2015Q1,S08000030,"",S08000030,Cervical,"",3,"",3,""
4594,2015Q1,S08000030,"",S08000030,Colorectal,"",37,"",27,""
4595,2015Q1,S08000030,"",S08000030,Head & Neck,"",3,"",3,""
4596,2015Q1,S08000030,"",S08000030,Lung,"",35,"",34,""
4597,2015Q1,S08000030,"",S08000030,Melanoma,"",14,"",12,""
4598,2015Q1,S08000030,"",S08000030,Ovarian,"",3,"",3,""
4599,2015Q1,S08000030,"",S08000030,Upper GI,"",27,"",27,""
4600,2015Q1,S08000030,"",S08000030,Urological,"",17,"",14,""
4601,2015Q1,S08000031,"",S08000019,All Cancer Types,d,1,"",1,""
4602,2015Q1,S08000031,"",S08000019,Breast,"",1,"",1,""
4603,2015Q1,S08000031,"",S08000022,All Cancer Types,d,1,"",1,""
4604,2015Q1,S08000031,"",S08000022,Upper GI,"",1,"",1,""
4605,2015Q1,S08000031,"",S08000024,All Cancer Types,d,2,"",1,""
4606,2015Q1,S08000031,"",S08000024,Upper GI,"",1,"",0,""
4607,2015Q1,S08000031,"",S08000024,Urological,"",1,"",1,""
4608,2015Q1,S08000031,"",S08000030,All Cancer Types,d,1,"",1,""
4609,2015Q1,S08000031,"",S08000030,Lymphoma,"",1,"",1,""
4610,2015Q1,S08000031,"",S08000031,All Cancer Types,d,752,"",690,""
4611,2015Q1,S08000031,"",S08000031,Breast,"",239,"",236,""
4612,2015Q1,S08000031,"",S08000031,Cervical,"",6,"",5,""
4613,2015Q1,S08000031,"",S08000031,Colorectal,"",85,"",78,""
4614,2015Q1,S08000031,"",S08000031,Head & Neck,"",39,"",36,""
4615,2015Q1,S08000031,"",S08000031,Lung,"",132,"",122,""
4616,2015Q1,S08000031,"",S08000031,Lymphoma,"",32,"",31,""
4617,2015Q1,S08000031,"",S08000031,Melanoma,"",25,"",25,""
4618,2015Q1,S08000031,"",S08000031,Ovarian,"",9,"",9,""
4619,2015Q1,S08000031,"",S08000031,Upper GI,"",67,"",57,""
4620,2015Q1,S08000031,"",S08000031,Urological,"",118,"",91,""
4621,2015Q1,S08000031,"",S08000032,All Cancer Types,d,12,"",12,""
4622,2015Q1,S08000031,"",S08000032,Breast,"",12,"",12,""
4623,2015Q1,S08000031,"",SB0801,All Cancer Types,d,24,"",16,""
4624,2015Q1,S08000031,"",SB0801,Lung,"",23,"",16,""
4625,2015Q1,S08000031,"",SB0801,Upper GI,"",1,"",0,""
4626,2015Q1,S08000032,"",S08000024,All Cancer Types,d,1,"",1,""
4627,2015Q1,S08000032,"",S08000024,Colorectal,"",1,"",1,""
4628,2015Q1,S08000032,"",S08000031,All Cancer Types,d,43,"",35,""
4629,2015Q1,S08000032,"",S08000031,Cervical,"",2,"",2,""
4630,2015Q1,S08000032,"",S08000031,Colorectal,"",6,"",3,""
4631,2015Q1,S08000032,"",S08000031,Head & Neck,"",4,"",4,""
4632,2015Q1,S08000032,"",S08000031,Lung,"",19,"",18,""
4633,2015Q1,S08000032,"",S08000031,Ovarian,"",9,"",6,""
4634,2015Q1,S08000032,"",S08000031,Upper GI,"",2,"",2,""
4635,2015Q1,S08000032,"",S08000031,Urological,"",1,"",0,""
4636,2015Q1,S08000032,"",S08000032,All Cancer Types,d,200,"",196,""
4637,2015Q1,S08000032,"",S08000032,Breast,"",52,"",51,""
4638,2015Q1,S08000032,"",S08000032,Cervical,"",2,"",2,""
4639,2015Q1,S08000032,"",S08000032,Colorectal,"",40,"",39,""
4640,2015Q1,S08000032,"",S08000032,Head & Neck,"",6,"",6,""
4641,2015Q1,S08000032,"",S08000032,Lung,"",28,"",28,""
4642,2015Q1,S08000032,"",S08000032,Lymphoma,"",12,"",12,""
4643,2015Q1,S08000032,"",S08000032,Melanoma,"",11,"",11,""
4644,2015Q1,S08000032,"",S08000032,Upper GI,"",16,"",16,""
4645,2015Q1,S08000032,"",S08000032,Urological,"",33,"",31,""
4646,2015Q1,S08000032,"",SB0801,All Cancer Types,d,9,"",9,""
4647,2015Q1,S08000032,"",SB0801,Lung,"",9,"",9,""
4648,2015Q1,S92000003,d,S08000015,All Cancer Types,d,239,"",226,""
4649,2015Q1,S92000003,d,S08000015,Breast,"",87,"",85,""
4650,2015Q1,S92000003,d,S08000015,Cervical,"",1,"",1,""
4651,2015Q1,S92000003,d,S08000015,Colorectal,"",29,"",29,""
4652,2015Q1,S92000003,d,S08000015,Head & Neck,"",4,"",3,""
4653,2015Q1,S92000003,d,S08000015,Lung,"",41,"",41,""
4654,2015Q1,S92000003,d,S08000015,Lymphoma,"",8,"",5,""
4655,2015Q1,S92000003,d,S08000015,Melanoma,"",6,"",6,""
4656,2015Q1,S92000003,d,S08000015,Ovarian,"",3,"",3,""
4657,2015Q1,S92000003,d,S08000015,Upper GI,"",26,"",25,""
4658,2015Q1,S92000003,d,S08000015,Urological,"",34,"",28,""
4659,2015Q1,S92000003,d,S08000016,All Cancer Types,d,59,"",57,""
4660,2015Q1,S92000003,d,S08000016,Breast,"",13,"",13,""
4661,2015Q1,S92000003,d,S08000016,Colorectal,"",16,"",14,""
4662,2015Q1,S92000003,d,S08000016,Lung,"",4,"",4,""
4663,2015Q1,S92000003,d,S08000016,Lymphoma,"",3,"",3,""
4664,2015Q1,S92000003,d,S08000016,Melanoma,"",2,"",2,""
4665,2015Q1,S92000003,d,S08000016,Ovarian,"",2,"",2,""
4666,2015Q1,S92000003,d,S08000016,Upper GI,"",6,"",6,""
4667,2015Q1,S92000003,d,S08000016,Urological,"",13,"",13,""
4668,2015Q1,S92000003,d,S08000017,All Cancer Types,d,77,"",77,""
4669,2015Q1,S92000003,d,S08000017,Breast,"",14,"",14,""
4670,2015Q1,S92000003,d,S08000017,Colorectal,"",19,"",19,""
4671,2015Q1,S92000003,d,S08000017,Head & Neck,"",2,"",2,""
4672,2015Q1,S92000003,d,S08000017,Lung,"",20,"",20,""
4673,2015Q1,S92000003,d,S08000017,Lymphoma,"",4,"",4,""
4674,2015Q1,S92000003,d,S08000017,Melanoma,"",3,"",3,""
4675,2015Q1,S92000003,d,S08000017,Ovarian,"",1,"",1,""
4676,2015Q1,S92000003,d,S08000017,Upper GI,"",5,"",5,""
4677,2015Q1,S92000003,d,S08000017,Urological,"",9,"",9,""
4678,2015Q1,S92000003,d,S08000019,All Cancer Types,d,156,"",146,""
4679,2015Q1,S92000003,d,S08000019,Breast,"",29,"",29,""
4680,2015Q1,S92000003,d,S08000019,Cervical,"",4,"",4,""
4681,2015Q1,S92000003,d,S08000019,Colorectal,"",22,"",19,""
4682,2015Q1,S92000003,d,S08000019,Lung,"",21,"",21,""
4683,2015Q1,S92000003,d,S08000019,Lymphoma,"",8,"",8,""
4684,2015Q1,S92000003,d,S08000019,Melanoma,"",12,"",9,""
4685,2015Q1,S92000003,d,S08000019,Upper GI,"",20,"",20,""
4686,2015Q1,S92000003,d,S08000019,Urological,"",40,"",36,""
4687,2015Q1,S92000003,d,S08000020,All Cancer Types,d,318,"",272,""
4688,2015Q1,S92000003,d,S08000020,Breast,"",41,"",41,""
4689,2015Q1,S92000003,d,S08000020,Cervical,"",2,"",2,""
4690,2015Q1,S92000003,d,S08000020,Colorectal,"",53,"",39,""
4691,2015Q1,S92000003,d,S08000020,Head & Neck,"",11,"",9,""
4692,2015Q1,S92000003,d,S08000020,Lung,"",57,"",51,""
4693,2015Q1,S92000003,d,S08000020,Lymphoma,"",19,"",14,""
4694,2015Q1,S92000003,d,S08000020,Melanoma,"",10,"",9,""
4695,2015Q1,S92000003,d,S08000020,Ovarian,"",5,"",5,""
4696,2015Q1,S92000003,d,S08000020,Upper GI,"",51,"",48,""
4697,2015Q1,S92000003,d,S08000020,Urological,"",69,"",54,""
4698,2015Q1,S92000003,d,S08000022,All Cancer Types,d,179,"",169,""
4699,2015Q1,S92000003,d,S08000022,Breast,"",55,"",55,""
4700,2015Q1,S92000003,d,S08000022,Cervical,"",1,"",1,""
4701,2015Q1,S92000003,d,S08000022,Colorectal,"",28,"",24,""
4702,2015Q1,S92000003,d,S08000022,Head & Neck,"",7,"",7,""
4703,2015Q1,S92000003,d,S08000022,Lung,"",23,"",23,""
4704,2015Q1,S92000003,d,S08000022,Lymphoma,"",3,"",2,""
4705,2015Q1,S92000003,d,S08000022,Melanoma,"",8,"",8,""
4706,2015Q1,S92000003,d,S08000022,Ovarian,"",7,"",7,""
4707,2015Q1,S92000003,d,S08000022,Upper GI,"",19,"",18,""
4708,2015Q1,S92000003,d,S08000022,Urological,"",28,"",24,""
4709,2015Q1,S92000003,d,S08000024,All Cancer Types,d,515,"",476,""
4710,2015Q1,S92000003,d,S08000024,Breast,"",182,"",182,""
4711,2015Q1,S92000003,d,S08000024,Cervical,"",18,"",17,""
4712,2015Q1,S92000003,d,S08000024,Colorectal,"",64,"",55,""
4713,2015Q1,S92000003,d,S08000024,Head & Neck,"",19,"",19,""
4714,2015Q1,S92000003,d,S08000024,Lung,"",84,"",75,""
4715,2015Q1,S92000003,d,S08000024,Lymphoma,"",14,"",13,""
4716,2015Q1,S92000003,d,S08000024,Melanoma,"",13,"",13,""
4717,2015Q1,S92000003,d,S08000024,Ovarian,"",6,"",6,""
4718,2015Q1,S92000003,d,S08000024,Upper GI,"",41,"",37,""
4719,2015Q1,S92000003,d,S08000024,Urological,"",74,"",59,""
4720,2015Q1,S92000003,d,S08000025,All Cancer Types,d,4,"",4,""
4721,2015Q1,S92000003,d,S08000025,Breast,"",1,"",1,""
4722,2015Q1,S92000003,d,S08000025,Colorectal,"",1,"",1,""
4723,2015Q1,S92000003,d,S08000025,Lung,"",1,"",1,""
4724,2015Q1,S92000003,d,S08000025,Melanoma,"",1,"",1,""
4725,2015Q1,S92000003,d,S08000026,All Cancer Types,d,9,"",8,""
4726,2015Q1,S92000003,d,S08000026,Breast,"",3,"",3,""
4727,2015Q1,S92000003,d,S08000026,Colorectal,"",1,"",1,""
4728,2015Q1,S92000003,d,S08000026,Head & Neck,"",1,"",1,""
4729,2015Q1,S92000003,d,S08000026,Upper GI,"",1,"",1,""
4730,2015Q1,S92000003,d,S08000026,Urological,"",3,"",2,""
4731,2015Q1,S92000003,d,S08000028,All Cancer Types,d,4,"",4,""
4732,2015Q1,S92000003,d,S08000028,Breast,"",2,"",2,""
4733,2015Q1,S92000003,d,S08000028,Colorectal,"",1,"",1,""
4734,2015Q1,S92000003,d,S08000028,Lung,"",1,"",1,""
4735,2015Q1,S92000003,d,S08000029,All Cancer Types,d,157,"",145,""
4736,2015Q1,S92000003,d,S08000029,Breast,"",24,"",23,""
4737,2015Q1,S92000003,d,S08000029,Colorectal,"",29,"",29,""
4738,2015Q1,S92000003,d,S08000029,Head & Neck,"",2,"",2,""
4739,2015Q1,S92000003,d,S08000029,Lung,"",34,"",31,""
4740,2015Q1,S92000003,d,S08000029,Lymphoma,"",6,"",6,""
4741,2015Q1,S92000003,d,S08000029,Melanoma,"",6,"",6,""
4742,2015Q1,S92000003,d,S08000029,Ovarian,"",4,"",4,""
4743,2015Q1,S92000003,d,S08000029,Upper GI,"",16,"",16,""
4744,2015Q1,S92000003,d,S08000029,Urological,"",36,"",28,""
4745,2015Q1,S92000003,d,S08000030,All Cancer Types,d,193,"",177,""
4746,2015Q1,S92000003,d,S08000030,Breast,"",51,"",51,""
4747,2015Q1,S92000003,d,S08000030,Cervical,"",3,"",3,""
4748,2015Q1,S92000003,d,S08000030,Colorectal,"",37,"",27,""
4749,2015Q1,S92000003,d,S08000030,Head & Neck,"",3,"",3,""
4750,2015Q1,S92000003,d,S08000030,Lung,"",37,"",36,""
4751,2015Q1,S92000003,d,S08000030,Lymphoma,"",1,"",1,""
4752,2015Q1,S92000003,d,S08000030,Melanoma,"",14,"",12,""
4753,2015Q1,S92000003,d,S08000030,Ovarian,"",3,"",3,""
4754,2015Q1,S92000003,d,S08000030,Upper GI,"",27,"",27,""
4755,2015Q1,S92000003,d,S08000030,Urological,"",17,"",14,""
4756,2015Q1,S92000003,d,S08000031,All Cancer Types,d,857,"",777,""
4757,2015Q1,S92000003,d,S08000031,Breast,"",242,"",239,""
4758,2015Q1,S92000003,d,S08000031,Cervical,"",15,"",12,""
4759,2015Q1,S92000003,d,S08000031,Colorectal,"",96,"",85,""
4760,2015Q1,S92000003,d,S08000031,Head & Neck,"",54,"",47,""
4761,2015Q1,S92000003,d,S08000031,Lung,"",166,"",155,""
4762,2015Q1,S92000003,d,S08000031,Lymphoma,"",32,"",31,""
4763,2015Q1,S92000003,d,S08000031,Melanoma,"",27,"",27,""
4764,2015Q1,S92000003,d,S08000031,Ovarian,"",27,"",24,""
4765,2015Q1,S92000003,d,S08000031,Upper GI,"",78,"",65,""
4766,2015Q1,S92000003,d,S08000031,Urological,"",120,"",92,""
4767,2015Q1,S92000003,d,S08000032,All Cancer Types,d,213,"",209,""
4768,2015Q1,S92000003,d,S08000032,Breast,"",64,"",63,""
4769,2015Q1,S92000003,d,S08000032,Cervical,"",2,"",2,""
4770,2015Q1,S92000003,d,S08000032,Colorectal,"",40,"",39,""
4771,2015Q1,S92000003,d,S08000032,Head & Neck,"",7,"",7,""
4772,2015Q1,S92000003,d,S08000032,Lung,"",28,"",28,""
4773,2015Q1,S92000003,d,S08000032,Lymphoma,"",12,"",12,""
4774,2015Q1,S92000003,d,S08000032,Melanoma,"",11,"",11,""
4775,2015Q1,S92000003,d,S08000032,Upper GI,"",16,"",16,""
4776,2015Q1,S92000003,d,S08000032,Urological,"",33,"",31,""
4777,2015Q1,S92000003,d,SB0801,All Cancer Types,d,50,"",38,""
4778,2015Q1,S92000003,d,SB0801,Lung,"",49,"",38,""
4779,2015Q1,S92000003,d,SB0801,Upper GI,"",1,"",0,""
4780,2015Q2,S08000015,"",S08000015,All Cancer Types,d,254,"",247,""
4781,2015Q2,S08000015,"",S08000015,Breast,"",80,"",78,""
4782,2015Q2,S08000015,"",S08000015,Cervical,"",3,"",2,""
4783,2015Q2,S08000015,"",S08000015,Colorectal,"",35,"",32,""
4784,2015Q2,S08000015,"",S08000015,Head & Neck,"",14,"",14,""
4785,2015Q2,S08000015,"",S08000015,Lung,"",40,"",40,""
4786,2015Q2,S08000015,"",S08000015,Lymphoma,"",5,"",5,""
4787,2015Q2,S08000015,"",S08000015,Melanoma,"",8,"",8,""
4788,2015Q2,S08000015,"",S08000015,Ovarian,"",4,"",3,""
4789,2015Q2,S08000015,"",S08000015,Upper GI,"",16,"",16,""
4790,2015Q2,S08000015,"",S08000015,Urological,"",49,"",49,""
4791,2015Q2,S08000015,"",S08000017,All Cancer Types,d,3,"",3,""
4792,2015Q2,S08000015,"",S08000017,Breast,"",3,"",3,""
4793,2015Q2,S08000015,"",S08000024,All Cancer Types,d,1,"",0,""
4794,2015Q2,S08000015,"",S08000024,Breast,"",1,"",0,""
4795,2015Q2,S08000015,"",S08000031,All Cancer Types,d,27,"",26,""
4796,2015Q2,S08000015,"",S08000031,Cervical,"",2,"",2,""
4797,2015Q2,S08000015,"",S08000031,Head & Neck,"",4,"",4,""
4798,2015Q2,S08000015,"",S08000031,Lung,"",7,"",7,""
4799,2015Q2,S08000015,"",S08000031,Melanoma,"",2,"",2,""
4800,2015Q2,S08000015,"",S08000031,Ovarian,"",5,"",5,""
4801,2015Q2,S08000015,"",S08000031,Upper GI,"",6,"",5,""
4802,2015Q2,S08000015,"",S08000031,Urological,"",1,"",1,""
4803,2015Q2,S08000015,"",SB0801,All Cancer Types,d,5,"",5,""
4804,2015Q2,S08000015,"",SB0801,Lung,"",5,"",5,""
4805,2015Q2,S08000016,"",S08000016,All Cancer Types,d,56,"",56,""
4806,2015Q2,S08000016,"",S08000016,Breast,"",2,"",2,""
4807,2015Q2,S08000016,"",S08000016,Colorectal,"",10,"",10,""
4808,2015Q2,S08000016,"",S08000016,Head & Neck,"",2,"",2,""
4809,2015Q2,S08000016,"",S08000016,Lung,"",8,"",8,""
4810,2015Q2,S08000016,"",S08000016,Lymphoma,"",5,"",5,""
4811,2015Q2,S08000016,"",S08000016,Melanoma,"",7,"",7,""
4812,2015Q2,S08000016,"",S08000016,Ovarian,"",4,"",4,""
4813,2015Q2,S08000016,"",S08000016,Upper GI,"",10,"",10,""
4814,2015Q2,S08000016,"",S08000016,Urological,"",8,"",8,""
4815,2015Q2,S08000016,"",S08000024,All Cancer Types,d,15,"",14,""
4816,2015Q2,S08000016,"",S08000024,Colorectal,"",1,"",1,""
4817,2015Q2,S08000016,"",S08000024,Head & Neck,"",1,"",1,""
4818,2015Q2,S08000016,"",S08000024,Lung,"",3,"",3,""
4819,2015Q2,S08000016,"",S08000024,Ovarian,"",2,"",2,""
4820,2015Q2,S08000016,"",S08000024,Upper GI,"",3,"",3,""
4821,2015Q2,S08000016,"",S08000024,Urological,"",5,"",4,""
4822,2015Q2,S08000017,"",S08000017,All Cancer Types,d,57,"",57,""
4823,2015Q2,S08000017,"",S08000017,Breast,"",8,"",8,""
4824,2015Q2,S08000017,"",S08000017,Colorectal,"",15,"",15,""
4825,2015Q2,S08000017,"",S08000017,Head & Neck,"",1,"",1,""
4826,2015Q2,S08000017,"",S08000017,Lung,"",11,"",11,""
4827,2015Q2,S08000017,"",S08000017,Lymphoma,"",4,"",4,""
4828,2015Q2,S08000017,"",S08000017,Melanoma,"",4,"",4,""
4829,2015Q2,S08000017,"",S08000017,Ovarian,"",2,"",2,""
4830,2015Q2,S08000017,"",S08000017,Upper GI,"",9,"",9,""
4831,2015Q2,S08000017,"",S08000017,Urological,"",3,"",3,""
4832,2015Q2,S08000017,"",S08000024,All Cancer Types,d,8,"",6,""
4833,2015Q2,S08000017,"",S08000024,Breast,"",1,"",1,""
4834,2015Q2,S08000017,"",S08000024,Cervical,"",1,"",1,""
4835,2015Q2,S08000017,"",S08000024,Colorectal,"",1,"",1,""
4836,2015Q2,S08000017,"",S08000024,Head & Neck,"",1,"",1,""
4837,2015Q2,S08000017,"",S08000024,Lung,"",1,"",1,""
4838,2015Q2,S08000017,"",S08000024,Urological,"",3,"",1,""
4839,2015Q2,S08000019,"",S08000019,All Cancer Types,d,176,"",168,""
4840,2015Q2,S08000019,"",S08000019,Breast,"",36,"",36,""
4841,2015Q2,S08000019,"",S08000019,Cervical,"",1,"",1,""
4842,2015Q2,S08000019,"",S08000019,Colorectal,"",33,"",32,""
4843,2015Q2,S08000019,"",S08000019,Head & Neck,"",5,"",4,""
4844,2015Q2,S08000019,"",S08000019,Lung,"",27,"",27,""
4845,2015Q2,S08000019,"",S08000019,Lymphoma,"",7,"",7,""
4846,2015Q2,S08000019,"",S08000019,Melanoma,"",13,"",12,""
4847,2015Q2,S08000019,"",S08000019,Ovarian,"",3,"",3,""
4848,2015Q2,S08000019,"",S08000019,Upper GI,"",14,"",13,""
4849,2015Q2,S08000019,"",S08000019,Urological,"",37,"",33,""
4850,2015Q2,S08000019,"",S08000024,All Cancer Types,d,2,"",2,""
4851,2015Q2,S08000019,"",S08000024,Lung,"",1,"",1,""
4852,2015Q2,S08000019,"",S08000024,Upper GI,"",1,"",1,""
4853,2015Q2,S08000019,"",S08000031,All Cancer Types,d,26,"",24,""
4854,2015Q2,S08000019,"",S08000031,Breast,"",1,"",1,""
4855,2015Q2,S08000019,"",S08000031,Cervical,"",1,"",1,""
4856,2015Q2,S08000019,"",S08000031,Colorectal,"",2,"",1,""
4857,2015Q2,S08000019,"",S08000031,Head & Neck,"",2,"",2,""
4858,2015Q2,S08000019,"",S08000031,Lung,"",9,"",9,""
4859,2015Q2,S08000019,"",S08000031,Lymphoma,"",1,"",1,""
4860,2015Q2,S08000019,"",S08000031,Melanoma,"",1,"",1,""
4861,2015Q2,S08000019,"",S08000031,Ovarian,"",2,"",2,""
4862,2015Q2,S08000019,"",S08000031,Upper GI,"",4,"",3,""
4863,2015Q2,S08000019,"",S08000031,Urological,"",3,"",3,""
4864,2015Q2,S08000019,"",S08000032,All Cancer Types,d,1,"",1,""
4865,2015Q2,S08000019,"",S08000032,Head & Neck,"",1,"",1,""
4866,2015Q2,S08000019,"",SB0801,All Cancer Types,d,3,"",3,""
4867,2015Q2,S08000019,"",SB0801,Lung,"",3,"",3,""
4868,2015Q2,S08000020,"",S08000020,All Cancer Types,d,341,"",288,""
4869,2015Q2,S08000020,"",S08000020,Breast,"",86,"",81,""
4870,2015Q2,S08000020,"",S08000020,Cervical,"",7,"",2,""
4871,2015Q2,S08000020,"",S08000020,Colorectal,"",50,"",28,""
4872,2015Q2,S08000020,"",S08000020,Head & Neck,"",9,"",6,""
4873,2015Q2,S08000020,"",S08000020,Lung,"",61,"",56,""
4874,2015Q2,S08000020,"",S08000020,Lymphoma,"",20,"",19,""
4875,2015Q2,S08000020,"",S08000020,Melanoma,"",12,"",10,""
4876,2015Q2,S08000020,"",S08000020,Ovarian,"",5,"",4,""
4877,2015Q2,S08000020,"",S08000020,Upper GI,"",41,"",40,""
4878,2015Q2,S08000020,"",S08000020,Urological,"",50,"",42,""
4879,2015Q2,S08000020,"",S08000022,All Cancer Types,d,1,"",0,""
4880,2015Q2,S08000020,"",S08000022,Head & Neck,"",1,"",0,""
4881,2015Q2,S08000022,"",S08000020,All Cancer Types,d,3,"",2,""
4882,2015Q2,S08000022,"",S08000020,Lung,"",1,"",1,""
4883,2015Q2,S08000022,"",S08000020,Ovarian,"",1,"",1,""
4884,2015Q2,S08000022,"",S08000020,Urological,"",1,"",0,""
4885,2015Q2,S08000022,"",S08000022,All Cancer Types,d,179,"",159,""
4886,2015Q2,S08000022,"",S08000022,Breast,"",49,"",49,""
4887,2015Q2,S08000022,"",S08000022,Cervical,"",2,"",2,""
4888,2015Q2,S08000022,"",S08000022,Colorectal,"",40,"",35,""
4889,2015Q2,S08000022,"",S08000022,Head & Neck,"",5,"",4,""
4890,2015Q2,S08000022,"",S08000022,Lung,"",22,"",21,""
4891,2015Q2,S08000022,"",S08000022,Lymphoma,"",5,"",5,""
4892,2015Q2,S08000022,"",S08000022,Melanoma,"",4,"",4,""
4893,2015Q2,S08000022,"",S08000022,Ovarian,"",6,"",6,""
4894,2015Q2,S08000022,"",S08000022,Upper GI,"",27,"",25,""
4895,2015Q2,S08000022,"",S08000022,Urological,"",19,"",8,""
4896,2015Q2,S08000022,"",S08000028,All Cancer Types,d,4,"",3,""
4897,2015Q2,S08000022,"",S08000028,Breast,"",2,"",2,""
4898,2015Q2,S08000022,"",S08000028,Upper GI,"",1,"",1,""
4899,2015Q2,S08000022,"",S08000028,Urological,"",1,"",0,""
4900,2015Q2,S08000022,"",S08000031,All Cancer Types,d,4,"",3,""
4901,2015Q2,S08000022,"",S08000031,Lung,"",1,"",1,""
4902,2015Q2,S08000022,"",S08000031,Lymphoma,"",1,"",1,""
4903,2015Q2,S08000022,"",S08000031,Melanoma,"",1,"",0,""
4904,2015Q2,S08000022,"",S08000031,Upper GI,"",1,"",1,""
4905,2015Q2,S08000022,"",SB0801,All Cancer Types,d,1,"",1,""
4906,2015Q2,S08000022,"",SB0801,Lung,"",1,"",1,""
4907,2015Q2,S08000024,"",S08000016,All Cancer Types,d,1,"",1,""
4908,2015Q2,S08000024,"",S08000016,Breast,"",1,"",1,""
4909,2015Q2,S08000024,"",S08000019,All Cancer Types,d,2,"",2,""
4910,2015Q2,S08000024,"",S08000019,Breast,"",2,"",2,""
4911,2015Q2,S08000024,"",S08000024,All Cancer Types,d,482,"",452,""
4912,2015Q2,S08000024,"",S08000024,Breast,"",192,"",191,""
4913,2015Q2,S08000024,"",S08000024,Cervical,"",7,"",7,""
4914,2015Q2,S08000024,"",S08000024,Colorectal,"",59,"",52,""
4915,2015Q2,S08000024,"",S08000024,Head & Neck,"",14,"",12,""
4916,2015Q2,S08000024,"",S08000024,Lung,"",50,"",48,""
4917,2015Q2,S08000024,"",S08000024,Lymphoma,"",20,"",18,""
4918,2015Q2,S08000024,"",S08000024,Melanoma,"",19,"",18,""
4919,2015Q2,S08000024,"",S08000024,Ovarian,"",8,"",8,""
4920,2015Q2,S08000024,"",S08000024,Upper GI,"",31,"",28,""
4921,2015Q2,S08000024,"",S08000024,Urological,"",82,"",70,""
4922,2015Q2,S08000024,"",S08000029,All Cancer Types,d,3,"",3,""
4923,2015Q2,S08000024,"",S08000029,Breast,"",3,"",3,""
4924,2015Q2,S08000025,"",S08000020,All Cancer Types,d,1,"",1,""
4925,2015Q2,S08000025,"",S08000020,Breast,"",1,"",1,""
4926,2015Q2,S08000025,"",S08000025,All Cancer Types,d,4,"",4,""
4927,2015Q2,S08000025,"",S08000025,Colorectal,"",2,"",2,""
4928,2015Q2,S08000025,"",S08000025,Lymphoma,"",1,"",1,""
4929,2015Q2,S08000025,"",S08000025,Upper GI,"",1,"",1,""
4930,2015Q2,S08000026,"",S08000020,All Cancer Types,d,1,"",1,""
4931,2015Q2,S08000026,"",S08000020,Upper GI,"",1,"",1,""
4932,2015Q2,S08000026,"",S08000026,All Cancer Types,d,7,"",7,""
4933,2015Q2,S08000026,"",S08000026,Breast,"",4,"",4,""
4934,2015Q2,S08000026,"",S08000026,Melanoma,"",1,"",1,""
4935,2015Q2,S08000026,"",S08000026,Ovarian,"",1,"",1,""
4936,2015Q2,S08000026,"",S08000026,Upper GI,"",1,"",1,""
4937,2015Q2,S08000028,"",S08000022,All Cancer Types,d,5,"",5,""
4938,2015Q2,S08000028,"",S08000022,Colorectal,"",1,"",1,""
4939,2015Q2,S08000028,"",S08000022,Lung,"",3,"",3,""
4940,2015Q2,S08000028,"",S08000022,Upper GI,"",1,"",1,""
4941,2015Q2,S08000028,"",S08000028,All Cancer Types,d,9,"",9,""
4942,2015Q2,S08000028,"",S08000028,Head & Neck,"",1,"",1,""
4943,2015Q2,S08000028,"",S08000028,Lung,"",3,"",3,""
4944,2015Q2,S08000028,"",S08000028,Melanoma,"",2,"",2,""
4945,2015Q2,S08000028,"",S08000028,Upper GI,"",2,"",2,""
4946,2015Q2,S08000028,"",S08000028,Urological,"",1,"",1,""
4947,2015Q2,S08000028,"",S08000031,All Cancer Types,d,2,"",2,""
4948,2015Q2,S08000028,"",S08000031,Head & Neck,"",1,"",1,""
4949,2015Q2,S08000028,"",S08000031,Ovarian,"",1,"",1,""
4950,2015Q2,S08000028,"",SB0801,All Cancer Types,d,1,"",1,""
4951,2015Q2,S08000028,"",SB0801,Lung,"",1,"",1,""
4952,2015Q2,S08000029,"",S08000024,All Cancer Types,d,28,"",20,""
4953,2015Q2,S08000029,"",S08000024,Colorectal,"",2,"",1,""
4954,2015Q2,S08000029,"",S08000024,Head & Neck,"",5,"",4,""
4955,2015Q2,S08000029,"",S08000024,Lung,"",14,"",9,""
4956,2015Q2,S08000029,"",S08000024,Ovarian,"",1,"",1,""
4957,2015Q2,S08000029,"",S08000024,Upper GI,"",5,"",4,""
4958,2015Q2,S08000029,"",S08000024,Urological,"",1,"",1,""
4959,2015Q2,S08000029,"",S08000029,All Cancer Types,d,141,"",136,""
